,question,answer,tags
113,1 Why is python numpy better than lists?,"Python numpy arrays should be considered instead of a list because they are fast, consume less memory and convenient with lots of functionality",[]
114,2 Describe the map function in Python?,"map function executes the function given as the first argument on all the elements of the iterable given as the second argument
nprandomrand(100) will create 100 random numbers generated from standard normal distribution with mean 0 and standard deviation 1",[]
115,4 How to count the occurrence of each value in a numpy array?,"Use numpybincount()
The argument to bincount() must consist of booleans or positive integers Negative integers are invalid",[]
116,5 Does Numpy Support Nan?,"nan, short for not a number, is a special floating point value defined by the IEEE-754 specification Python numpy supports nan but the definition of nan is more system dependent and some systems don't have an all round support for it like older cray and vax computers",[]
117,6 What does ravel() function in numpy do?,It combines multiple numpy arrays into a single array,[]
118,7 What is the meaning of axis=0 and axis=1?,"Axis = 0 is meant for reading rows, Axis = 1 is meant for reading columns
",[]
119,8 What is numpy and describe its use cases?,"Numpy is a package library for Python, adding support for large, multi-dimensional arrays and matrices, along with a large collection of high level mathematical functions In simple words, Numpy is an optimized version of Python lists like Financial functions, Linear Algebra, Statistics, Polynomials, Sorting and Searching etc",[]
120,13What Is The Difference Between Numpy And Scipy?,"NumPy would contain nothing but the array data type and the most basic operations: indexing, sorting, reshaping, basic element wise functions, et cetera All numerical code would reside in SciPy SciPy contains more fully-featured versions of the linear algebra modules, as well as many other numerical algorithms
",[]
121,14What Is The Preferred Way To Check For An Empty (zero Element) Array?,"For a numpy array, use the size attribute The size attribute is helpful for determining the length of numpy array:",[]
122,15What Is The Difference Between Matrices And Arrays?,"Matrices can only be two-dimensional, whereas arrays can have any number of dimensions",[]
123,16 How can you find the indices of an array where a condition is true?,"Given an array a, the condition arr > 3 returns a boolean array and since False is interpreted as 0 in Python and NumPy",[]
124,17 How to find the maximum and minimum value of a given flattened array?,"
import numpy as np

Pandas",[]
125,26What is a series in pandas?,"A Series is defined as a one-dimensional array that is capable of storing various data types The row labels of the series are called the index By using a 'series' method, we can easily convert the list, tuple, and dictionary into series A Series cannot contain multiple columns",[]
126,27What features make Pandas such a reliable option to store tabular data?,"Memory Efficient, Data Alignment, Reshaping, Merge and join and Time Series",[]
127,28What is reindexing in pandas?,"Reindexing is used to conform DataFrame to a new index with optional filling logic It places NA/NaN in that location where the values are not present in the previous index It returns a new object unless the new index is produced as equivalent to the current one, and the value of copy becomes False It is used to change the index of the rows and columns of the DataFrame",[]
128,29How will you create a series from dict in Pandas?,A Series is defined as a one-dimensional array that is capable of storing various data types,[]
129,30How can we create a copy of the series in Pandas?,Use pandasSeriescopy method >>> import pandas as pd,[]
130,31What is groupby in Pandas?,GroupBy is used to split the data into groups It groups the data based on some criteria Grouping also provides a mapping of labels to the group names It has a lot of variations that can be defined with the parameters and makes the task of splitting the data quick and easy,[]
131,32What is vectorization in Pandas?,"
Vectorization is the process of running operations on the entire array This is done to reduce the amount of iteration performed by the functions Pandas have a number of vectorized functions like aggregations, and string functions that are optimized to operate specifically on series and DataFrames So it is preferred to use the vectorized pandas functions to execute the operations quickly
Pandas provide two data structures, which are supported by the pandas library, Series, and DataFrames Both of these data structures are built on top of the NumPy
A time series is an ordered sequence of data which basically represents how some quantity changes over time pandas contains extensive capabilities and features for working with time series data for all domains",[]
132,35How to convert pandas dataframe to numpy array?,"The function to_numpy() is used to convert the DataFrame to a NumPy array DataFrameto_numpy(self, dtype=None, copy=False)
The dtype parameter defines the data type to pass to the array and the copy ensures the returned value is not a view on another array
labels = ['a', 'b', 'c', 'd', 'e', 'f', 'g', 'h', 'i', 'j']

ds2
",[]
133,46 What is the difference between the two data series df[Name] and Name]?,"dfloc[:,",[]
134,49How will you add a column to a pandas DataFrame?,,[]
135,50How to iterate over a Pandas DataFrame?,"You can iterate over the rows of the DataFrame by using for loop in combination with an iterrows() call on the DataFrame
Python Language",[]
136,51What type of language is python? Programming or scripting?,"Python is capable of scripting, but in general sense, it is considered as a general-purpose programming language",[]
137,52Is python case sensitive?,"Yes, python is a case sensitive language",[]
138,53What is a lambda function in python?,An anonymous function is known as a lambda function This function can have any number of parameters but can have just one statement,[]
139,54What is the difference between xrange and xrange in python?,xrange and range are the exact same in terms of functionalityThe only difference is that range returns a Python list object and x range returns an xrange object,[]
140,55What are docstrings in python?,"Docstrings are not actually comments, but they are documentation strings These docstrings are within triple quotes They are not assigned to any variable and therefore, at times, serve the purpose of comments as well",[]
141,"56Whenever Python exits, why isnt all the memory deallocated?","Whenever Python exits, especially those Python modules which are having circular references to other objects or the objects that are referenced from the global namespaces

are not always de-allocated or freed It is impossible to de-allocate those portions of memory that are reserved by the C library On exit, because of having its own efficient clean up mechanism, Python would try to de-allocate/destroy every other object",[]
142,"57What does this mean: *args, **kwargs? And why would we use it?","We use *args when we arent sure how many arguments are going to be passed to a
function, or if we want to pass a stored list or tuple of arguments to a function **kwargs is
used when we dont know how many keyword arguments will be passed to a function, or
it can be used to pass the values of a dictionary as keyword arguments",[]
143,58What is the difference between deep and shallow copy?,"Shallow copy is used when a new instance type gets created and it keeps the values that are copied in the new instance Shallow copy is used to copy the reference pointers just like it copies the values
Deep copy is used to store the values that are already copied Deep copy doesnt copy the reference pointers to the objects It makes the reference to an object and the new object that is pointed by some other object gets stored",[]
144,59Define encapsulation in Python?,Encapsulation means binding the code and the data together A Python class in an example of encapsulation,[]
145,60Does python make use of access specifiers?,"Python does not deprive access to an instance variable or function Python lays down the concept of prefixing the name of the variable, function or method with a single or double underscore to imitate the behavior of protected and private access specifiers",[]
146,61What are the generators in Python?,Generators are a way of implementing iterators A generator function is a normal function except that it contains yield expression in the function definition making it a generator function,[]
147,62How will you remove the duplicate elements from the given list?,"The set is another type available in Python It doesnt allow copies and provides some
good functions to perform set operations like union, difference etc >>> list(set(a))
Neither the arguments are Pass by Value nor does Python supports Pass by reference Instead, they are Pass by assignment The parameter which you pass is originally a reference to the object not the reference to a fixed memory location But the reference is passed by value Additionally, some data types like strings and tuples are immutable whereas others are mutable",[]
148,64What is slicing in Python?,"Slicing in Python is a mechanism to select a range of items from Sequence types like strings, list, tuple, etc",[]
149,65Why is the pass keyword used in Python?,The pass keyword is a no-operation statement in Python It signals that no action is required It works as a placeholder in compound statements which are intentionally left blank,[]
150,66What is PEP8 and why is it important?,"PEP stands for Python Enhancement Proposal A PEP is an official design document providing information to the Python Community, or describing a new feature for Python or its processes PEP 8 is especially important since it documents the style guidelines for Python Code Apparently contributing in the Python open-source community requires you to follow these style guidelines sincerely and strictly",[]
151,67What are decorators in Python?,Decorators in Python are essentially functions that add functionality to an existing function in Python without changing the structure of the function itself They are represented by the @decorator_name in Python and are called in bottom-up fashion,[]
152,68What is the key difference between lists and tuples in python?,"The key difference between the two is that while lists are mutable, tuples on the other hand are immutable objects",[]
153,69What is self in Python?,"Self is a keyword in Python used to define an instance or an object of a class In Python, it is explicitly used as the first parameter, unlike in Java where it is optional It helps in distinguishing between the methods and attributes of a class from its local variables",[]
154,70What is PYTHONPATH in Python?,PYTHONPATH is an environment variable which you can set to add additional directories where Python will look for modules and packages This is especially useful in maintaining Python libraries that you do not wish to install in the global default location,[]
155,71What is the difference between py and pyc files?,"
py files contain the source code of a program Whereas, pyc file contains the bytecode of your program We get bytecode after compilation of py file (source code) pyc files are not created for all the files that you run It is only created for the files that you import",[]
156,72Explain how you can access a module written in Python from C?,"You can access a module written in Python from C by following method, Module = =PyImport_ImportModule(""<modulename>"");",[]
157,73What is namespace in Python?,"In Python, every name introduced has a place where it lives and can be hooked for This is known as namespace It is like a box where a variable name is mapped to the object placed Whenever the variable is searched out, this box will be searched, to get the corresponding object",[]
158,74What is pickling and unpickling?,"Pickle module accepts any Python object and converts it into a string representation and dumps it into a file by using the dump function, this process is called pickling While the process of retrieving original Python objects from the stored string representation is called unpickling",[]
159,75How is Python interpreted?,"Python language is an interpreted language The Python program runs directly from the source code It converts the source code that is written by the programmer into an intermediate language, which is again translated into machine language that has to be executed
Jupyter Notebook",[]
160,76What is the main use of a Jupyter notebook?,"Jupyter Notebook is an open-source web application that allows us to create and share codes and documents It provides an environment, where you can document your code, run it, look at the outcome, visualize data and see the results without leaving the environment",[]
161,79How to measure execution time in a jupyter notebook?,,[]
162,81How to make inline plots larger in jupyter notebooks?,Use figure size,[]
163,83Why is the Jupyter notebook interactive code and data exploration friendly?,The ipywidgets package provides many common user interface controls for exploring code and data interactively,[]
164,84What is the default formatting option in jupyter notebook?,Default formatting option is markdown,[]
165,85What are kernel wrappers in jupyter?,"Jupyter brings a lightweight interface for kernel languages that can be wrapped in Python Wrapper kernels can implement optional methods, notably for code completion and code inspection",[]
166,86What are the advantages of custom magic commands?,"Create IPython extensions with custom magic commands to make interactive computing even easier Many third-party extensions and magic commands exist, for example, the %%cython magic that allows one to write Cython code directly in a notebook",[]
167,87Is the jupyter architecture language dependent?,"No It is language independent
",[]
168,88Which tools allow jupyter notebooks to easily convert to pdf and html?,Nbconvert converts it to pdf and html while Nbviewer renders the notebooks on the web platforms,[]
169,89What is a major disadvantage of a Jupyter notebook?,It is very hard to run long asynchronous tasks Less Secure,[]
170,90In which domain is the jupyter notebook widely used?,It is mainly used for data analysis and machine learning related tasks,[]
171,91What are alternatives to jupyter notebook?,"PyCharm interact, VS Code Python Interactive etc",[]
172,92Where can you make configuration changes to the jupyter notebook?,In the config file located at ~/ipython/profile_default/ipython_configpy,[]
173,93Which magic command is used to run python code from jupyter notebook?,"The %store command lets you pass variables between two different notebooks >>> data = 'this is the string I want to pass to different notebook'
Using the %%writefile magic saves the contents of that cell to an external file %pycat does the opposite and shows you (in a popup) the syntax highlighted contents of an external file",[]
174,96What inbuilt tool we use for debugging python code in a jupyter notebook?,"Jupyter has its own interface for The Python Debugger (pdb) This makes it possible to go inside the function and investigate what happens there
",[]
175,98How can one use latex in a jupyter notebook?,"When you write LaTeX in a Markdown cell, it will be rendered as a formula using MathJax 99 What is a jupyter lab?
It is a next generation user interface for conventional jupyter notebooks Users can drag
and drop cells, arrange code workspace and live previews Its still in the early stage of
development",[]
176,100 What is the biggest limitation for a Jupyter notebook?,"Code versioning, management and debugging is not scalable in current jupyter notebook

References

Top 100 Machine Learning
uestions & Answers
Steve Nouri",[]
177,1 Explain the difference between supervised and unsupervised machine learning?,"In supervised machine learning algorithms, we have to provide labeled data, for example, prediction of stock market prices, whereas in unsupervised we need not have labeled data, for example, classification of emails into spam and non-spam
Parametric models are those with a finite number of parameters To predict new data, you only need to know the parameters of the model Examples include linear regression, logistic regression, and linear SVMs
Non-parametric models are those with an unbounded number of parameters, allowing for more flexibility To predict new data, you need to know the parameters of the model and the state of the data that has been observed Examples include decision trees, k-nearest neighbors, and topic models using latent Dirichlet analysis",[]
178,3 What is the difference between classification and regression?,"Classification is used to produce discrete results, classification is used to classify data into some specific categories For example, classifying emails into spam and non-spam categories Whereas, We use regression analysis when we are dealing with continuous data, for example predicting stock prices at a certain point in time",[]
179,"4 What Is Overfitting, and How Can You Avoid It?","Overfitting is a situation that occurs when a model learns the training set too well, taking up random fluctuations in the training data as concepts These impact the models ability to generalize and dont apply to new data
When a model is given the training data, it shows 100 percent accuracytechnically a slight loss But, when we use the test data, there may be an error and low efficiency This condition is known as overfitting
There are multiple ways of avoiding overfitting, such as:
Regularization It involves a cost term for the features involved with the objective function
Making a simple model With lesser variables and parameters, the variance can be
reduced
Cross-validation methods like k-folds can also be used
If some model parameters are likely to cause overfitting, techniques for regularization
like LASSO can be used that penalize these parameters
",[]
180,5 What is meant by Training set and Test Set?,"We split the given data set into two different sections namely,Training set and Test Set Training set is the portion of the dataset used to train the model
Testing set is the portion of the dataset used to test the trained model",[]
181,6 How Do You Handle Missing or Corrupted Data in a Dataset?,"One of the easiest ways to handle missing or corrupted data is to drop those rows or columns or replace them entirely with some other value
There are two useful methods in Pandas:
IsNull() and dropna() will help to find the columns/rows with missing data and drop them
Fillna() will replace the wrong values with a placeholder value
In ensemble learning, many base models like classifiers and regressors are generated and combined together so that they give better results It is used when we build component classifiers that are accurate and independent There are sequential as well as parallel ensemble methods
Predictive models have a tradeoff between bias (how well the model fits the data) and variance (how much the model changes based on changes in the inputs)
Simpler models are stable (low variance) but they don't get close to the truth (high bias)
More complex models are more prone to overfitting (high variance) but they are expressive enough to get close to the truth (low bias) The best model for a given problem usually lies somewhere in the middle
gradient descent (GD)?
Both algorithms are methods for finding a set of parameters that minimize a loss function by evaluating parameters against data and then making adjustments
In standard gradient descent, you'll evaluate all training samples for each set of parameters This is akin to taking big, slow steps toward the solution
In stochastic gradient descent, you'll evaluate only 1 training sample for the set of parameters before updating them This is akin to taking small, quick steps toward the solution",[]
182,10 How Can You Choose a Classifier Based on a Training Set Data Size?,"When the training set is small, a model that has a right bias and low variance seems to work better because they are less likely to overfit

For example, Naive Bayes works best when the training set is large Models with low bias and high variance tend to perform better as they work fine with complex relationships",[]
183,"12 How much data should you allocate for your training, validation, and test sets?","You have to find a balance, and there's no right answer for every problem
If your test set is too small, you'll have an unreliable estimation of model performance (performance statistic will have high variance) If your training set is too small, your actual model parameters will have a high variance
A good rule of thumb is to use an 80/20 train/test split Then, your train set can be further split into train/validation or into partitions for cross-validation",[]
184,13 What Is a False Positive and False Negative and How Are They Significant?,"False positives are those cases which wrongly get classified as True but are False
False negatives are those cases which wrongly get classified as False but are True
In the term False Positive, the word Positive refers to the Yes row of the predicted value in the confusion matrix The complete term indicates that the system has predicted it as a positive, but the actual value is negative
L2 regularization tends to spread error among all the terms, while L1 is more binary/sparse, with many variables either being assigned a 1 or 0 in weighting L1 corresponds to setting a Laplacean prior to the terms, while L2 corresponds to a Gaussian prior",[]
185,15 Whats a Fourier transform?,"A Fourier transform is a generic method to decompose generic functions into a superposition of symmetric functions Or as this more intuitive tutorial puts it, given a smoothie, its how we find the recipe The Fourier transform finds the set of cycle speeds, amplitudes, and phases to match any time signal A Fourier transform converts a signal from time to frequency domain  its a very common way to extract features from audio signals or other time series such as sensor data",[]
186,"16 What is deep learning, and how does it contrast with other machine learning algorithms?","Deep learning is a subset of machine learning that is concerned with neural networks: how to use backpropagation and certain principles from neuroscience to more accurately model large sets of unlabelled or semi-structured data In that sense, deep learning represents an

unsupervised learning algorithm that learns representations of data through the use of neural nets",[]
187,17 Whats the difference between a generative and discriminative model?,A generative model will learn categories of data while a discriminative model will simply learn the distinction between different categories of data Discriminative models will generally outperform generative models on classification tasks,[]
188,18 What Are the Applications of Supervised Machine Learning in Modern Businesses?,"Applications of supervised machine learning include:
Email Spam Detection
Here we train the model using historical data that consists of emails categorized as
spam or not spam This labeled information is fed as input to the model
Healthcare Diagnosis
By providing images regarding a disease, a model can be trained to detect if a person is suffering from the disease or not
Sentiment Analysis
This refers to the process of using algorithms to mine documents and determine
whether theyre positive, neutral, or negative in sentiment
Fraud Detection
Training the model to identify suspicious patterns, we can detect instances of possible fraud",[]
189,19 What Is Semi-supervised Machine Learning?,"Supervised learning uses data that is completely labeled, whereas unsupervised learning uses no training data
In the case of semi-supervised learning, the training data contains a small amount of labeled data and a large amount of unlabeled data",[]
190,20 What Are Unsupervised Machine Learning Techniques?,"There are two techniques used in unsupervised learning: clustering and association
Clustering
Clustering problems involve data to be divided into subsets These subsets, also called clusters, contain data that are similar to each other Different clusters reveal different details about the objects, unlike classification or regression
Association
In an association problem, we identify patterns of associations between different variables or items
For example, an eCommerce website can suggest other items for you to buy, based on the prior purchases that you have made, spending habits, items in your wishlist, other customers purchase habits, and so on
",[]
191,21 What Is naive in the Naive Bayes Classifier?,"The classifier is called naive because it makes assumptions that may or may not turn out to be correct
The algorithm assumes that the presence of one feature of a class is not related to the presence of any other feature (absolute independence of features), given the class variable
For instance, a fruit may be considered to be a cherry if it is red in color and round in shape, regardless of other features This assumption may or may not be right (as an apple also matches the description)
Latent Dirichlet Allocation (LDA) is a common method of topic modeling, or classifying documents by subject matter
LDA is a generative model that represents documents as a mixture of topics that each have their own probability distribution of possible words
The ""Dirichlet"" distribution is simply a distribution of distributions In LDA, documents are distributions of topics that are distributions of words
PCA is a method for transforming features in a dataset by combining them into uncorrelated linear combinations
These new features, or principal components, sequentially maximize the variance represented (ie the first principal component has the most variance, the second principal component has the second most, and so on)
As a result, PCA is useful for dimensionality reduction because you can set an arbitrary variance cutoff",[]
192,24 Whats the F1 score? How would you use it?,"The F1 score is a measure of a models performance It is a weighted average of the precision and recall of a model, with results tending to 1 being the best, and those tending to 0 being the worst You would use it in classification tests where true negatives dont matter much
",[]
193,25 When should you use classification over regression?,"Classification produces discrete values and dataset to strict categories, while regression gives you continuous results that allow you to better distinguish differences between individual points You would use classification over regression if you wanted your results to reflect the belongingness of data points in your dataset to certain explicit categories (ex: If you wanted to know whether a name was male or female rather than just how correlated they were with male and female names)",[]
194,26 How do you ensure youre not overfitting with a model?,"This is a simple restatement of a fundamental problem in machine learning: the possibility of overfitting training data and carrying the noise of that data through to the test set, thereby providing inaccurate generalizations
There are three main methods to avoid overfitting:",[]
195,27 How Will You Know Which Machine Learning Algorithm to Choose for Your Classification Problem?,"While there is no fixed rule to choose an algorithm for a classification problem, you can follow these guidelines:
If accuracy is a concern, test different algorithms and cross-validate them
If the training dataset is small, use models that have low variance and high bias
If the training dataset is large, use models that have high variance and little bias",[]
196,28 How Do You Design an Email Spam Filter?,"Building a spam filter involves the following process:
The email spam filter will be fed with thousands of emails
Each of these emails already has a label: spam or not spam
The supervised machine learning algorithm will then determine which type of emails are
being marked as spam based on spam words like the lottery, free offer, no money, full
refund, etc
The next time an email is about to hit your inbox, the spam filter will use statistical
analysis and algorithms like Decision Trees and SVM to determine how likely the email
is spam
If the likelihood is high, it will label it as spam, and the email wont hit your inbox

Based on the accuracy of each model, we will use the algorithm with the highest accuracy after testing all the models",[]
197,29 What evaluation approaches would you work to gauge the effectiveness of a machine learning model?,"You would first split the dataset into training and test sets, or perhaps use cross-validation techniques to further segment the dataset into composite sets of training and test sets within the data You should then implement a choice selection of performance metrics: here is a fairly comprehensive list You could use measures such as the F1 score, the accuracy, and the confusion matrix Whats important here is to demonstrate that you understand the nuances of how a model is measured and how to choose the right performance measures for the right situations",[]
198,30 How would you implement a recommendation system for our companys users?,"A lot of machine learning interview questions of this type will involve the implementation of machine learning models to a companys problems Youll have to research the company and its industry in-depth, especially the revenue drivers the company has, and the types of users the company takes on in the context of the industry its in
Bagging, or Bootstrap Aggregating, is an ensemble method in which the dataset is first divided into multiple subsets through resampling
Then, each subset is used to train a model, and the final predictions are made through voting or averaging the component models
Bagging is performed in parallel",[]
199,32 What is the ROC Curve and what is AUC (aka AUROC)?,"The ROC (receiver operating characteristic) the performance plot for binary classifiers of True Positive Rate (y-axis) vs False Positive Rate (x-
axis)
AUC is the area under the ROC curve, and it's a common performance metric for evaluating binary classification models
It's equivalent to the expected probability that a uniformly drawn random positive is ranked before a uniformly drawn random negative
",[]
200,33 Why is Area Under ROC Curve (AUROC) better than raw accuracy as an out-of-sample evaluation metric?,"AUROC is robust to class imbalance, unlike raw accuracy
For example, if you want to detect a type of cancer that's prevalent in only 1% of the population, you can build a model that achieves 99% accuracy by simply classifying everyone has cancer-free",[]
201,34 What are the advantages and disadvantages of neural networks?,"Advantages: Neural networks (specifically deep NNs) have led to performance breakthroughs for unstructured datasets such as images, audio, and video Their incredible flexibility allows them to learn patterns that no other ML algorithm can learn
Disadvantages: However, they require a large amount of training data to converge It's also difficult to pick the right architecture, and the internal ""hidden"" layers are incomprehensible
Precision is the ratio of several events you can correctly recall to the total number of events you recall (mix of correct and wrong recalls)
Precision = (True Positive) / (True Positive
False Positive)
Recall
A recall is the ratio of a number of events you can recall the number of total events
Recall = (True Positive) / (True Positive
False Negative)",[]
202,36 What Is Decision Tree Classification?,"A decision tree builds classification (or regression) models as a tree structure, with datasets broken up into ever-smaller subsets while developing the decision tree, literally in a tree-like way with branches and nodes Decision trees can handle both categorical and numerical data",[]
203,"37 What Is Pruning in Decision Trees, and How Is It Done?","Pruning is a technique in machine learning that reduces the size of decision trees It reduces the complexity of the final classifier, and hence improves predictive accuracy by the reduction of overfitting
Pruning can occur in:
Top-down fashion It will traverse nodes and trim subtrees starting at the root
Bottom-up fashion It will begin at the leaf nodes
There is a popular pruning algorithm called reduced error pruning, in which:
Starting at the leaves, each node is replaced with its most popular class
If the prediction accuracy is not affected, the change is kept
There is an advantage of simplicity and speed
",[]
204,38 What Is a Recommendation System?,Anyone who has used Spotify or shopped at Amazon will recognize a recommendation system: Its an information filtering system that predicts what a user might want to hear or see based on choice patterns provided by the user,[]
205,39 What Is Kernel SVM?,"Kernel SVM is the abbreviated version of the kernel support vector machine Kernel methods are a class of algorithms for pattern analysis, and the most common one is the kernel SVM",[]
206,40 What Are Some Methods of Reducing Dimensionality?,"You can reduce dimensionality by combining features with feature engineering, removing collinear features, or using algorithmic dimensionality reduction
Now that you have gone through these machine learning interview questions, you must have got an idea of your strengths and weaknesses in this domain",[]
207,41 What Are the Three Stages of Building a Model in Machine Learning?,"The three stages of building a machine learning model are:
Model Building Choose a suitable algorithm for the model and train it according to the
requirement
Model Testing Check the accuracy of the model through the test data
Applying the Mode Make the required changes after testing and use the final model for
real-time projects Here, its important to remember that once in a while, the model needs to be checked to make sure its working correctly It should be modified to make sure that it is up-to-date",[]
208,42 How is KNN different from k-means clustering?,"K-Nearest Neighbors is a supervised classification algorithm, while k-means clustering is an unsupervised clustering algorithm While the mechanisms may seem similar at first, what this really means is that in order for K-Nearest Neighbors to work, you need labeled data you want to classify an unlabeled point into (thus the nearest neighbor part) K-means clustering requires only a set of unlabeled points and a threshold: the algorithm will take unlabeled points and gradually learn how to cluster them into groups by computing the mean of the distance between different points",[]
209,43 Mention the difference between Data Mining and Machine learning?,"Machine learning relates to the study, design, and development of the algorithms that give computers the capability to learn without being explicitly programmed While data mining can be defined as the process in which the unstructured data tries to extract knowledge or unknown interesting patterns During this processing machine, learning algorithms are used
",[]
210,44 What are the different Algorithm techniques in Machine Learning?,"The different types of techniques in Machine Learning are
Supervised Learning
Unsupervised Learning
Semi-supervised Learning
Reinforcement Learning
Transduction
Learning to Learn",[]
211,45 You are given a data set The data set has missing values that spread along 1 standard deviation from the median What percentage of data would remain unaffected? Why?,"This question has enough hints for you to start thinking! Since the data is spread across the median, lets assume its a normal distribution We know, in a normal distribution, ~68% of the data lies in 1 standard deviation from mean (or mode, median), which leaves ~32% of the data unaffected Therefore, ~32% of the data would remain unaffected by missing values",[]
212,"46 What are PCA, KPCA, and ICA used for?","PCA (Principal Components Analysis), KPCA ( Kernel-based Principal Component Analysis) and ICA ( Independent Component Analysis) are important feature extraction techniques used for dimensionality reduction",[]
213,47 What are support vector machines?,Support vector machines are supervised learning algorithms used for classification and regression analysis,[]
214,48 What is batch statistical learning?,Statistical learning techniques allow learning a function or predictor from a set of observed data that can make predictions about unseen or future data These techniques provide guarantees on the performance of the learned predictor on the future unseen data based on a statistical assumption on the data generating process,[]
215,49 What is the bias-variance decomposition of classification error in the ensemble method?,"The expected error of a learning algorithm can be decomposed into bias and variance A bias term measures how closely the average classifier produced by the learning algorithm matches the target function The variance term measures how much the learning algorithms prediction fluctuates for different training sets
",[]
216,50 When is Ridge regression favorable over Lasso regression?,"You can quote ISLRs authors Hastie, Tibshirani who asserted that, in the presence of few variables with medium / large sized effect, use lasso regression In presence of many variables with small/medium-sized effects, use ridge regression
Conceptually, we can say, lasso regression (L1) does both variable selection and parameter shrinkage, whereas Ridge regression only does parameter shrinkage and end up including all the coefficients in the model In the presence of correlated variables, ridge regression might be the preferred choice Also, ridge regression works best in situations where the least square estimates have higher variance Therefore, it depends on our model objective",[]
217,"51 Youve built a random forest model with 10000 trees You got delighted after getting training error as 000 But, the validation error is 3423 What is going on? Havent you trained your model perfectly?","The model has overfitted Training error 000 means the classifier has mimicked the training data patterns to an extent, that they are not available in the unseen data Hence, when this classifier was run on an unseen sample, it couldnt find those patterns and returned predictions with higher error In a random forest, it happens when we use a larger number of trees than necessary Hence, to avoid this situation, we should tune the number of trees using cross-validation",[]
218,50 What is a convex hull?,"In the case of linearly separable data, the convex hull represents the outer boundaries of the two groups of data points Once the convex hull is created, we get maximum margin hyperplane (MMH) as a perpendicular bisector between two convex hulls MMH is the line which attempts to create the greatest separation between two groups",[]
219,51 What do you understand by Type I vs Type II error?,"Type I error is committed when the null hypothesis is true and we reject it, also known as a False Positive Type II error is committed when the null hypothesis is false and we accept it, also known as False Negative
In the context of the confusion matrix, we can say Type I error occurs when we classify a value as positive (1) when it is actually negative (0) Type II error occurs when we classify a value as negative (0) when it is actually positive(1)",[]
220,"52 In k-means or kNN, we use euclidean distance to calculate the distance between nearest neighbors Why not manhattan distance?","We dont use manhattan distance because it calculates distance horizontally or vertically only It has dimension restrictions On the other hand, the euclidean metric can be used in any space to calculate distance Since the data points can be present in any dimension, euclidean distance is a more viable option

Example: Think of a chessboard, the movement made by a bishop or a rook is calculated by manhattan distance because of their respective vertical & horizontal movements",[]
221,53 Do you suggest that treating a categorical variable as a continuous variable would result in a better predictive model?,"For better predictions, the categorical variable can be considered as a continuous variable only when the variable is ordinal in nature
OLS and Maximum likelihood are the methods used by the respective regression methods to approximate the unknown parameter (coefficient) value In simple words,
Ordinary least square(OLS) is a method used in linear regression which approximates the parameters resulting in minimum distance between actual and predicted values Maximum Likelihood helps in choosing the values of parameters which maximizes the likelihood that the parameters are most likely to produce observed data",[]
222,55 When does regularization becomes necessary in Machine Learning?,"Regularization becomes necessary when the model begins to overfit/underfit This technique introduces a cost term for bringing in more features with the objective function Hence, it tries to push the coefficients for many variables to zero and hence reduce the cost term This helps to reduce model complexity so that the model can become better at predicting (generalizing)",[]
223,56 What is Linear Regression?,Linear Regression is a supervised Machine Learning algorithm It is used to find the linear relationship between the dependent and the independent variables for predictive analysis,[]
224,57 What is the Variance Inflation Factor?,"Variance Inflation Factor (VIF) is the estimate of the volume of multicollinearity in a collection of many regression variables
VIF = Variance of the model / Variance of the model with a single independent variable
We have to calculate this ratio for every independent variable If VIF is high, then it shows the high collinearity of the independent variables",[]
225,"58 We know that one hot encoding increases the dimensionality of a dataset, but label encoding doesnt How?","When we use one-hot encoding, there is an increase in the dimensionality of a dataset The reason for the increase in dimensionality is that, for every class in the categorical variables, it forms a different variable
",[]
226,59 What is a Decision Tree?,A decision tree is used to explain the sequence of actions that must be performed to get the desired output It is a hierarchical diagram that shows the actions,[]
227,60 What is the Binarizing of data? How to Binarize?,"In most of the Machine Learning Interviews, apart from theoretical questions, interviewers focus on the implementation part So, this ML Interview
uestions focused on the implementation of the theoretical concepts
Converting data into binary values on the basis of threshold values is known as the binarizing of data The values that are less than the threshold are set to 0 and the values that are greater than the threshold are set to 1 This process is useful when we have to perform feature engineering, and we can also use it for adding unique features",[]
228,61 What is cross-validation?,"Cross-validation is essentially a technique used to assess how well a model performs on a new independent dataset The simplest example of cross-validation is when you split your data into two groups: training data and testing data, where you use the training data to build the model and the testing data to test the model",[]
229,62 When would you use random forests Vs SVM and why?,"There are a couple of reasons why a random forest is a better choice of the model than a support vector machine:
Random forests allow you to determine the feature importance SVMs cant do this
Random forests are much quicker and simpler to build than an SVM
For multi-class classification problems, SVMs require a one-vs-rest method, which is
less scalable and more memory intensive",[]
230,63 What are the drawbacks of a linear model?,"There are a couple of drawbacks of a linear model:
A linear model holds some strong assumptions that may not be true in the application It
assumes a linear relationship, multivariate normality, no or little multicollinearity, no
auto-correlation, and homoscedasticity
A linear model cant be used for discrete or binary outcomes
You cant vary the model flexibility of a linear model
",[]
